"24,25,33,42,57,89 | SS: 68",
"9,28,33,38,50,55 | SS: 49",
"1,13,18,41,68,84 | SS: 22",
"1,14,38,77,80,89 | SS: 39",
"14,18,48,52,64,75 | SS: 76",
"9,34,57,72,84,88 | SS: 72",
"23,25,43,50,51,61 | SS: 77",
"10,25,34,79,85,86 | SS: 87",
"9,20,33,48,55,84 | SS: 74",
"4,5,11,15,20,46 | SS: 75",
"1,9,32,56,71,79 | SS: 39",
"19,33,45,50,54,86 | SS: 89",
"30,37,41,45,47,57 | SS: 24",
"37,47,51,54,78,82 | SS: 70",
"37,47,69,75,86,88 | SS: 65",
"6,7,11,19,34,49 | SS: 21",
"14,15,16,27,56,57 | SS: 76",
"8,38,48,66,70,86 | SS: 58",
"11,17,47,57,79,86 | SS: 82",
"1,7,19,65,67,74 | SS: 78",
"1,10,17,31,58,80 | SS: 63",
"2,40,47,54,66,83 | SS: 20",
"6,10,69,78,83,86 | SS: 52",
"4,19,52,67,82,90 | SS: 7",
"9,17,37,51,70,78 | SS: 88",
"14,59,64,75,80,83 | SS: 15",
"50,53,66,69,70,90 | SS: 36",
"13,28,36,45,59,65 | SS: 9",
"6,11,13,48,72,77 | SS: 78",
"10,21,35,40,63,79 | SS: 76",
"18,30,40,64,88,89 | SS: 79",
"13,54,56,67,82,90 | SS: 29",
"3,7,48,67,87,90 | SS: 60",
"8,26,32,44,82,86 | SS: 4",
"10,16,36,70,71,73 | SS: 85",
"6,29,54,62,72,80 | SS: 29",
"5,49,71,83,85,88 | SS: 28",
"4,23,24,35,77,79 | SS: 11",
"46,49,61,69,74,82 | SS: 41",
"25,32,64,74,85,90 | SS: 29",
"13,16,45,58,63,72 | SS: 69",
"18,20,46,54,57,65 | SS: 20",
"6,24,55,67,70,75 | SS: 74",
"9,16,31,43,49,83 | SS: 10",
"17,38,42,50,68,86 | SS: 1",
"19,22,49,65,70,87 | SS: 61",
"24,30,42,54,84,85 | SS: 9",
"18,23,31,38,47,51 | SS: 88",
"9,15,19,38,48,77 | SS: 53",
"16,31,41,61,65,77 | SS: 34",
"31,49,54,57,80,88 | SS: 25",
"3,13,33,42,56,85 | SS: 71",
"12,26,46,69,72,87 | SS: 71",
"30,32,49,53,72,84 | SS: 44",
"16,29,32,53,61,72 | SS: 23",
"4,26,40,54,55,67 | SS: 78",
"31,39,53,56,68,90 | SS: 18",
"1,10,47,50,52,74 | SS: 18",
"13,35,41,44,59,79 | SS: 84",
"23,37,41,51,62,74 | SS: 43",
"28,49,50,54,66,68 | SS: 63",
"2,34,45,47,54,74 | SS: 20",
"26,38,40,66,76,81 | SS: 50",
"23,32,33,47,63,81 | SS: 67",
"5,7,46,65,73,82 | SS: 20",
"46,54,65,70,82,85 | SS: 37",
"5,14,48,52,57,90 | SS: 50",
"21,38,41,43,52,77 | SS: 41",
"19,20,32,64,87,89 | SS: 37",
"10,35,39,57,61,75 | SS: 11",
"16,20,36,39,42,51 | SS: 61",
"27,31,45,61,74,79 | SS: 22",
"12,32,54,60,89,90 | SS: 25",
"3,17,35,52,69,83 | SS: 5",
"3,17,48,76,77,90 | SS: 3",
"9,15,27,54,76,86 | SS: 8",
"30,38,52,63,74,89 | SS: 36",
"8,9,19,48,51,81 | SS: 50",
"5,12,16,44,71,75 | SS: 28",
"4,39,62,67,69,78 | SS: 5",
"1,4,21,56,69,75 | SS: 10",
"5,29,35,39,41,45 | SS: 44",
"4,7,12,20,74,89 | SS: 9",
"1,12,21,31,39,49 | SS: 51",
"14,25,44,54,78,89 | SS: 49",
"26,68,73,75,76,86 | SS: 83",
"12,13,31,69,71,77 | SS: 18",
"15,17,34,59,83,86 | SS: 49",
"5,8,37,77,79,90 | SS: 63",
"10,50,55,61,87,90 | SS: 42",
"4,23,35,54,72,88 | SS: 43",
"6,8,15,52,67,86 | SS: 45",
"3,12,13,15,43,46 | SS: 37",
"1,11,27,45,49,61 | SS: 49",
"11,35,58,64,68,72 | SS: 31",
"22,30,43,62,70,71 | SS: 88",
"20,25,37,45,49,63 | SS: 37",
"25,32,43,52,65,78 | SS: 39",
"10,11,20,41,55,83 | SS: 67",
"1,47,54,81,84,89 | SS: 57",
"1,3,19,23,61,78 | SS: 16",
"25,40,63,78,82,85 | SS: 80",
"10,17,18,25,45,84 | SS: 73",
"27,44,48,57,77,83 | SS: 78",
"2,3,38,42,56,74 | SS: 88",
"2,25,50,63,76,85 | SS: 74",
"16,18,20,26,32,35 | SS: 11",
"9,32,42,55,71,90 | SS: 31",
"12,41,64,75,82,84 | SS: 29",
"3,12,38,50,54,55 | SS: 74",
"22,28,32,57,58,85 | SS: 8",
"7,14,21,47,58,71 | SS: 61",
"22,26,42,44,58,83 | SS: 24",
"6,25,62,80,85,86 | SS: 44",
"6,16,35,52,53,69 | SS: 66",
"10,21,43,47,58,85 | SS: 49",
"2,32,49,52,54,80 | SS: 60",
"7,13,19,65,86,88 | SS: 68",
"37,38,56,62,70,83 | SS: 15",
"2,11,37,45,48,66 | SS: 15",
"3,25,43,55,72,80 | SS: 88",
"8,14,20,36,45,85 | SS: 70",
"5,30,31,55,57,70 | SS: 62",
"21,22,46,56,63,66 | SS: 85",
"12,13,17,38,74,87 | SS: 21",
"29,37,50,62,70,86 | SS: 62",
"24,26,43,71,79,80 | SS: 23",
"9,17,29,37,49,68 | SS: 53",
"9,12,21,34,64,67 | SS: 70",
"8,14,23,25,45,69 | SS: 78",
"6,34,35,54,62,84 | SS: 26",
"14,32,56,72,78,79 | SS: 55",
"38,42,45,69,86,90 | SS: 47",
"15,29,36,48,74,83 | SS: 60",
"30,40,51,52,54,74 | SS: 12",
"21,31,33,40,50,52 | SS: 89",
"3,4,22,43,65,67 | SS: 33",
"12,35,75,76,82,84 | SS: 18",
"1,3,6,21,85,90 | SS: 46",
"2,21,22,56,70,81 | SS: 51",
"28,41,55,69,79,82 | SS: 61",
"5,24,32,78,80,83 | SS: 16",
"8,12,18,31,32,85 | SS: 69",
"65,72,74,79,87,90 | SS: 23",
"20,24,31,38,54,72 | SS: 52",
"15,16,79,80,84,88 | SS: 38",
"1,10,62,69,78,85 | SS: 27",
"14,16,24,30,34,72 | SS: 86",
"21,44,46,49,58,67 | SS: 59",
"5,20,44,51,54,90 | SS: 43",
"10,17,21,35,36,76 | SS: 73",
"11,29,39,41,43,55 | SS: 22",
"40,44,49,57,58,87 | SS: 28",
"18,48,57,59,84,87 | SS: 43",
"19,22,25,67,74,89 | SS: 18",
"2,41,62,75,79,87 | SS: 61",
"11,27,47,50,58,82 | SS: 8",
"11,17,35,42,71,76 | SS: 30",
"5,6,29,43,66,74 | SS: 48",
"7,20,35,37,57,70 | SS: 31",
"6,9,11,19,45,51 | SS: 20",
"2,6,7,51,57,71 | SS: 49",
"1,2,34,54,79,88 | SS: 53",
"11,22,42,49,58,89 | SS: 22",
"7,27,28,45,57,75 | SS: 18",
"21,35,51,68,81,90 | SS: 6",
"17,20,38,51,53,74 | SS: 79",
"35,43,56,58,71,90 | SS: 34",
"9,13,31,35,45,79 | SS: 88",
"36,42,63,77,81,86 | SS: 65",
"6,38,50,63,65,74 | SS: 76",
"21,23,25,65,67,78 | SS: 63",
"9,33,36,54,60,86 | SS: 65",
"1,5,32,49,69,72 | SS: 28",
"3,10,18,42,67,90 | SS: 1",
"18,21,58,65,89,90 | SS: 67",
"30,41,55,68,76,82 | SS: 58",
"8,17,51,60,63,79 | SS: 49",
"14,31,37,49,74,78 | SS: 2",
"2,6,27,29,38,55 | SS: 58",
"18,23,34,37,67,68 | SS: 44",
"18,26,29,78,79,80 | SS: 56",
"2,34,42,43,58,76 | SS: 47",
"18,38,39,45,57,90 | SS: 13",
"9,43,50,51,57,83 | SS: 50",
"12,23,32,35,52,55 | SS: 51",
"8,12,26,44,48,50 | SS: 46",
"3,5,9,41,58,62 | SS: 11",
"14,15,21,41,60,63 | SS: 8",
"20,45,61,67,80,88 | SS: 15",
"2,8,9,29,53,75 | SS: 63",
"61,64,74,75,80,87 | SS: 28",
"6,19,30,45,52,89 | SS: 80",
"13,45,70,72,81,84 | SS: 50",
"7,23,39,48,69,75 | SS: 68",
"4,6,27,37,45,58 | SS: 1",
"4,23,56,71,76,78 | SS: 1",
"18,28,35,52,57,75 | SS: 68",
"11,26,41,45,75,77 | SS: 60",
"3,5,13,54,58,85 | SS: 24",
"1,8,41,68,69,73 | SS: 27",
"5,8,11,47,56,63 | SS: 12",
"1,26,45,58,66,88 | SS: 2",
"23,36,41,43,83,90 | SS: 89",
"9,19,27,53,78,81 | SS: 88",
"33,40,44,54,64,85 | SS: 41",
"1,19,29,60,76,77 | SS: 67",
"7,11,21,34,69,88 | SS: 72",
"9,15,22,56,61,86 | SS: 8",
"13,21,24,39,44,60 | SS: 73",
"2,41,63,64,67,73 | SS: 70",
"8,16,23,24,71,77 | SS: 60",
"5,14,41,48,59,90 | SS: 31",
"52,55,65,75,79,81 | SS: 29",
"23,44,46,59,74,80 | SS: 40",
"23,52,71,74,78,86 | SS: 4",
"8,13,24,39,57,77 | SS: 56",
"25,32,46,58,74,79 | SS: 40",
"18,21,36,38,45,62 | SS: 83",
"12,25,30,33,38,84 | SS: 39",
"13,24,52,53,88,90 | SS: 79",
"11,16,17,25,61,72 | SS: 48",
"3,33,62,69,75,79 | SS: 73",
"26,29,35,81,82,87 | SS: 37",
"13,24,29,37,55,67 | SS: 62",
"4,10,29,41,54,74 | SS: 25",
"7,13,16,42,67,68 | SS: 11",
"1,4,10,24,55,90 | SS: 2",
"1,49,51,60,83,84 | SS: 56",
"28,31,48,56,72,78 | SS: 34",
"10,26,31,36,72,85 | SS: 3",
"7,37,40,53,55,62 | SS: 23",
"2,28,37,56,77,79 | SS: 12",
"21,28,56,63,68,88 | SS: 50",
"36,37,44,62,75,90 | SS: 40",
"16,41,46,53,86,87 | SS: 89",
"6,9,21,24,30,47 | SS: 74",
"15,20,42,43,47,83 | SS: 80",
"2,3,9,30,33,56 | SS: 32",
"35,47,54,68,71,78 | SS: 79",
"10,11,12,24,56,71 | SS: 28",
"7,15,60,72,77,90 | SS: 48",
"14,22,27,28,34,66 | SS: 23",
"20,49,53,63,73,84 | SS: 49",
"4,12,15,37,53,83 | SS: 65",
"9,27,32,51,53,71 | SS: 82",
"24,41,44,56,73,90 | SS: 66",
"12,19,33,38,62,80 | SS: 12",
"27,32,55,68,72,75 | SS: 61",
"13,16,22,30,52,87 | SS: 37",
"2,17,25,50,52,84 | SS: 35",
"16,23,28,33,43,86 | SS: 51",
"25,37,43,50,58,60 | SS: 6",
"1,17,30,43,67,82 | SS: 40",
"27,30,69,75,81,83 | SS: 36",
"43,51,54,71,73,85 | SS: 56",
"23,30,46,64,70,86 | SS: 26",
"12,25,41,79,86,88 | SS: 66",
"5,21,23,41,74,84 | SS: 48",
"8,21,39,56,74,81 | SS: 30",
"28,29,30,39,75,87 | SS: 16",
"20,28,56,62,63,76 | SS: 31",
"14,30,64,75,79,89 | SS: 11",
"25,34,43,57,67,77 | SS: 73",
"6,14,19,26,51,53 | SS: 31",
"16,19,31,46,69,74 | SS: 82",
"31,42,49,51,68,79 | SS: 69",
"23,37,47,79,80,83 | SS: 46",
"1,8,40,54,69,81 | SS: 53",
"15,17,53,67,75,81 | SS: 18",
"1,13,14,34,67,83 | SS: 17",
"12,23,54,68,84,89 | SS: 76",
"21,39,44,49,65,87 | SS: 57",
"6,21,37,55,84,88 | SS: 53",
"39,45,49,66,75,80 | SS: 74",
"9,26,27,40,51,69 | SS: 8",
"11,45,50,54,57,62 | SS: 62",
"11,23,38,47,57,83 | SS: 38",
"11,34,55,63,87,89 | SS: 83",
"10,37,44,56,60,89 | SS: 25",
"37,46,54,55,65,87 | SS: 59",
"9,22,41,49,52,53 | SS: 36",
"15,25,34,54,70,88 | SS: 45",
"5,22,24,36,85,86 | SS: 2",
"6,28,39,46,60,78 | SS: 56",
"12,26,27,47,63,77 | SS: 45",
"9,11,33,69,73,82 | SS: 48",
"24,28,54,68,78,81 | SS: 26",
"19,61,62,65,85,89 | SS: 39",
"6,11,34,51,59,82 | SS: 6",
"9,22,61,67,84,85 | SS: 36",
"8,16,25,28,57,68 | SS: 10",
"13,14,19,57,77,79 | SS: 52",
"13,19,35,38,52,64 | SS: 66",
"6,16,30,53,60,71 | SS: 11",
"10,45,58,66,83,85 | SS: 20",
"5,38,56,76,77,89 | SS: 64",
"14,38,41,58,65,75 | SS: 70",
"1,23,27,33,37,85 | SS: 16",
"1,6,31,45,58,85 | SS: 81",
"10,29,32,43,56,90 | SS: 84",
"3,33,51,55,73,84 | SS: 88",
"38,39,42,49,55,81 | SS: 10",
"12,25,66,72,75,89 | SS: 57",
"8,16,20,23,47,56 | SS: 79",
"15,29,38,44,67,74 | SS: 2",
"32,58,63,70,75,81 | SS: 59",
"31,34,52,54,78,82 | SS: 81",
"20,30,47,69,77,83 | SS: 17",
"3,13,39,40,49,75 | SS: 26",
"1,9,37,69,71,83 | SS: 40",
"52,62,65,77,87,90 | SS: 31",
"9,24,39,48,69,75 | SS: 80",
"2,6,26,42,55,86 | SS: 15",
"13,30,46,48,70,88 | SS: 9",
"6,20,25,42,57,80 | SS: 63",
"17,20,21,39,44,89 | SS: 83",
"2,12,17,60,63,78 | SS: 56",
"15,59,64,65,76,79 | SS: 26",
"15,25,26,53,74,76 | SS: 25",
"19,32,33,66,75,78 | SS: 36",
"40,42,54,66,77,86 | SS: 47",
"27,38,70,75,78,82 | SS: 28",
"8,28,35,53,57,61 | SS: 14",
"5,36,51,55,69,79 | SS: 86",
"22,24,49,58,72,85 | SS: 52",
"2,45,55,77,84,88 | SS: 7",
"11,18,30,59,76,77 | SS: 54",
"9,17,67,68,80,81 | SS: 87",
"29,82,83,84,87,89 | SS: 49",
"2,8,55,66,73,83 | SS: 83",
"12,35,47,56,74,87 | SS: 13",
"24,50,57,62,72,77 | SS: 75",
"19,30,32,39,47,71 | SS: 42",
"4,11,13,42,54,75 | SS: 50",
"19,22,23,28,41,74 | SS: 84",
"38,39,46,74,85,89 | SS: 21",
"3,5,11,34,43,49 | SS: 24",
"35,42,62,67,76,78 | SS: 85",
"5,27,36,40,46,64 | SS: 52",
"7,38,66,67,71,88 | SS: 40",
"15,27,30,34,75,80 | SS: 71",
"17,20,22,40,52,62 | SS: 43",
"6,20,31,33,63,74 | SS: 57",
"34,42,58,60,82,83 | SS: 28",
"16,29,39,49,59,64 | SS: 41",
"5,13,31,42,43,73 | SS: 21",
"8,33,42,44,48,89 | SS: 9",
"12,26,27,46,65,77 | SS: 50",
"21,23,32,35,36,72 | SS: 68",
"3,10,18,25,50,68 | SS: 45",
"10,17,50,65,75,86 | SS: 8",
"1,28,29,68,84,85 | SS: 81",
"21,23,33,46,61,76 | SS: 32",
"3,8,10,31,77,79 | SS: 58",
"6,7,33,53,64,90 | SS: 17",
"36,52,69,71,78,84 | SS: 16",
"21,25,47,62,79,87 | SS: 51",
"13,40,41,56,82,87 | SS: 47",
"6,9,37,67,83,88 | SS: 19",
"16,34,50,58,80,90 | SS: 71",
"14,17,38,58,60,81 | SS: 57",
"1,20,24,27,46,60 | SS: 1",
"7,41,56,61,68,84 | SS: 6",
"2,5,28,36,69,81 | SS: 61",
"45,50,65,67,78,79 | SS: 77",
"15,23,51,52,77,90 | SS: 19",
"15,33,34,43,49,75 | SS: 13",
"10,32,46,61,70,75 | SS: 13",
"1,4,8,47,74,87 | SS: 69",
"7,14,15,17,57,66 | SS: 38",
"18,20,22,76,82,84 | SS: 57",
"9,31,39,44,72,81 | SS: 16",
"1,34,46,51,60,75 | SS: 18",
"3,20,57,62,79,84 | SS: 72",
"12,24,53,66,74,83 | SS: 69",
"8,10,39,60,77,84 | SS: 90",
"9,11,29,41,67,70 | SS: 1",
"20,25,51,59,77,88 | SS: 13",
"12,26,34,42,48,63 | SS: 42",
"5,13,56,65,78,82 | SS: 58",
"1,13,17,29,54,63 | SS: 28",
"6,20,25,45,56,60 | SS: 66",
"19,33,35,42,49,83 | SS: 24",
"15,18,47,70,74,89 | SS: 88",
"11,28,38,49,66,77 | SS: 79",
"6,8,10,11,16,61 | SS: 87",
"9,25,48,61,73,82 | SS: 84",
"15,26,35,39,53,59 | SS: 66",
"22,56,60,62,79,87 | SS: 2",
"6,19,26,27,52,65 | SS: 48",
"24,50,53,59,80,85 | SS: 3",
"6,22,31,37,38,51 | SS: 50",
"28,52,57,71,81,87 | SS: 28",
"31,39,51,84,86,89 | SS: 48",
"10,11,43,54,61,83 | SS: 39",
"12,14,41,51,69,90 | SS: 82",
"3,11,38,59,67,74 | SS: 2",
"28,32,52,74,79,80 | SS: 11",
"1,16,22,54,73,76 | SS: 83",
"9,12,13,30,48,86 | SS: 20",
"12,24,40,42,70,84 | SS: 82",
"25,34,38,69,83,86 | SS: 30",
"1,6,23,52,58,65 | SS: 51",
"8,51,52,60,83,88 | SS: 13",
"15,17,47,53,64,80 | SS: 86",
"10,12,27,39,78,84 | SS: 35",
"6,12,18,22,25,82 | SS: 25",
"37,42,47,49,53,63 | SS: 75",
"9,18,39,63,64,85 | SS: 84",
"7,13,49,71,80,88 | SS: 13",
"4,5,55,77,80,81 | SS: 81",
"4,11,32,51,66,81 | SS: 49",
"6,21,41,72,73,80 | SS: 14",
"24,32,44,60,64,76 | SS: 76",
"6,32,35,43,53,69 | SS: 8",
"3,34,37,55,82,90 | SS: 46",
"4,16,35,57,69,88 | SS: 21",
"1,11,21,50,67,75 | SS: 34",
"20,25,51,59,84,90 | SS: 42",
"4,24,62,66,76,84 | SS: 19",
"16,49,59,67,71,82 | SS: 88",
"32,34,39,52,59,61 | SS: 37",
"26,32,42,46,78,82 | SS: 21",
"13,22,36,64,80,84 | SS: 69",
"7,10,22,23,41,77 | SS: 80",
"27,35,47,57,85,89 | SS: 35",
"19,41,43,48,73,81 | SS: 57",
"21,39,71,76,89,90 | SS: 33",
"9,27,47,58,62,71 | SS: 23",
"29,42,45,58,67,86 | SS: 36",
"15,37,46,52,64,89 | SS: 73",
"12,27,54,68,73,76 | SS: 25",
"17,42,52,71,74,90 | SS: 48",
"4,12,33,52,85,87 | SS: 70",
"3,4,31,52,66,84 | SS: 35",
"5,8,73,84,87,88 | SS: 39",
"25,44,45,52,68,81 | SS: 49",
"1,47,66,67,78,90 | SS: 49",
"26,33,43,49,61,76 | SS: 33",
"21,30,35,36,83,89 | SS: 69",
"27,30,35,39,49,69 | SS: 62",
"29,33,67,75,83,86 | SS: 19",
"1,13,37,53,62,63 | SS: 11",
"1,2,11,56,57,75 | SS: 37",
"2,6,53,54,68,89 | SS: 61",
"5,35,38,75,82,86 | SS: 60",
"19,32,33,57,65,75 | SS: 80",
"6,31,63,74,75,85 | SS: 13",
"19,37,54,65,67,70 | SS: 46",
"13,16,20,21,25,65 | SS: 64",
"10,42,48,67,83,84 | SS: 4",
"35,41,47,74,77,85 | SS: 55",
"3,16,22,39,49,71 | SS: 20",
"14,20,24,36,40,81 | SS: 15",
"6,32,48,53,54,87 | SS: 73",
"14,22,36,53,59,66 | SS: 77",
"6,27,34,55,62,87 | SS: 32",
"26,35,47,66,67,80 | SS: 24",
"29,43,61,62,77,79 | SS: 55",
"8,21,25,54,84,85 | SS: 73",
"3,27,34,62,81,88 | SS: 81",
"34,36,47,64,73,78 | SS: 67",
"5,10,31,53,56,61 | SS: 19",
"2,21,37,39,41,64 | SS: 79",
"1,5,6,39,41,70 | SS: 27",
"15,19,33,35,62,68 | SS: 54",
"8,24,32,34,65,86 | SS: 40",
"15,24,32,52,68,71 | SS: 26",
"2,19,25,59,84,88 | SS: 24",
"6,16,40,61,64,82 | SS: 42",
"12,22,27,37,52,87 | SS: 18",
"17,22,54,69,82,88 | SS: 1",
"3,4,18,29,64,90 | SS: 15",
"9,41,46,47,53,77 | SS: 54",
"4,9,24,64,74,76 | SS: 89",
"17,36,48,55,63,70 | SS: 21",
"14,15,34,55,59,81 | SS: 10",
"23,49,52,65,67,76 | SS: 84",
"22,29,57,72,85,89 | SS: 36",
"16,19,24,37,63,85 | SS: 49",
"2,16,20,26,31,33 | SS: 46",
"11,14,39,63,73,75 | SS: 86",
"33,38,41,43,46,57 | SS: 20",
"17,19,40,43,72,84 | SS: 35",
"16,47,55,57,70,85 | SS: 83",
"8,21,24,25,27,75 | SS: 51",
"15,16,34,74,85,87 | SS: 80",
"14,16,32,35,41,50 | SS: 12",
"2,14,42,52,75,79 | SS: 14",
"5,33,47,61,64,70 | SS: 32",
"1,33,41,78,83,84 | SS: 57",
"20,21,24,43,76,89 | SS: 60",
"3,5,11,14,38,79 | SS: 26",
"4,11,15,26,58,68 | SS: 39",
"19,21,30,59,61,89 | SS: 7",
"1,2,5,27,39,49 | SS: 14",
"6,44,63,64,72,82 | SS: 90",
"19,54,55,71,80,84 | SS: 73",
"11,20,50,62,70,85 | SS: 1",
"1,7,56,70,88,90 | SS: 87",
"15,23,45,70,81,82 | SS: 44",
"41,55,72,78,83,87 | SS: 61",
"35,44,57,58,87,88 | SS: 69",
"7,44,48,51,64,83 | SS: 51",
"20,35,45,47,72,78 | SS: 31",
"1,21,34,44,49,90 | SS: 74",
"15,21,28,75,81,86 | SS: 82",
"36,61,75,81,82,89 | SS: 75",
"1,27,33,36,43,86 | SS: 3",
"4,38,42,57,64,75 | SS: 9",
"28,57,61,69,78,83 | SS: 44",
"16,21,26,64,66,78 | SS: 78",
"7,14,42,43,56,57 | SS: 82",
"2,5,8,65,74,77 | SS: 16",
"1,31,39,60,62,84 | SS: 55",
"3,7,12,20,48,55 | SS: 48",
"10,19,20,39,85,87 | SS: 23",
"22,36,60,64,71,80 | SS: 27",
"11,18,40,58,81,87 | SS: 32",
"12,30,36,44,54,60 | SS: 16",
"2,5,34,56,72,73 | SS: 61",
"1,3,5,41,62,76 | SS: 23",
"24,48,50,62,63,87 | SS: 74",
"12,23,49,53,67,83 | SS: 59",
"13,18,26,37,46,48 | SS: 62",
"1,12,67,75,81,90 | SS: 66",
"4,9,10,76,78,87 | SS: 16",
"9,19,21,50,61,82 | SS: 68",
"10,22,39,55,81,89 | SS: 58",
"16,26,30,52,57,83 | SS: 7",
"23,45,54,61,69,75 | SS: 29",
"16,36,54,55,63,69 | SS: 20",
"14,15,39,47,53,76 | SS: 45",
"28,37,52,57,64,66 | SS: 58",
"6,10,19,71,72,89 | SS: 77",
"20,25,30,45,75,79 | SS: 84",
"31,51,55,66,73,78 | SS: 22",
"10,11,35,42,52,89 | SS: 58",
"12,40,42,66,73,80 | SS: 63",
"28,34,42,68,71,88 | SS: 21",
"2,16,42,67,75,87 | SS: 75",
"10,16,20,57,65,89 | SS: 22",
"10,19,32,49,53,66 | SS: 52",
"5,33,44,46,66,76 | SS: 76",
"12,22,27,43,60,72 | SS: 73",
"10,23,27,39,70,82 | SS: 35",
"2,14,17,21,22,26 | SS: 77",
"15,43,48,54,55,76 | SS: 89",
"10,39,45,65,74,86 | SS: 17",
"39,52,69,70,74,82 | SS: 80",
"25,60,62,76,82,87 | SS: 47",
"49,55,57,64,70,77 | SS: 45",
"19,26,30,47,69,81 | SS: 30",
"14,47,48,58,60,69 | SS: 41",
"15,17,24,41,70,87 | SS: 7",
"11,37,39,52,68,90 | SS: 56",
"4,7,25,74,82,87 | SS: 33",
"3,18,34,37,40,47 | SS: 85",
"14,18,38,41,74,78 | SS: 70",
"5,23,35,54,56,62 | SS: 88",
"3,6,12,13,19,67 | SS: 24",
"22,34,53,59,62,88 | SS: 57",
"9,17,27,29,59,67 | SS: 70",
"7,21,28,45,59,90 | SS: 65",
"3,6,41,44,48,73 | SS: 46",
"3,12,25,33,59,85 | SS: 12",
"9,12,14,61,79,90 | SS: 63",
"8,16,41,52,64,74 | SS: 62",
"12,27,38,43,65,67 | SS: 9",
"9,11,17,20,33,75 | SS: 46",
"18,31,62,64,72,77 | SS: 49",
"15,36,49,62,75,82 | SS: 23",
"14,26,47,63,78,80 | SS: 68",
"17,19,28,34,38,82 | SS: 62",
"26,51,52,54,70,88 | SS: 45",
"19,32,54,59,68,86 | SS: 53",
"7,8,47,56,79,90 | SS: 18",
"40,46,51,61,65,76 | SS: 65",
"15,61,66,67,76,79 | SS: 40",
"35,45,50,51,82,87 | SS: 38",
"49,51,53,56,58,81 | SS: 37",
"10,28,40,57,58,78 | SS: 33",
"1,5,22,24,41,43 | SS: 71",
"38,39,46,58,66,83 | SS: 44",
"15,18,28,49,51,77 | SS: 70",
"19,22,31,38,87,89 | SS: 49",
"28,36,42,70,74,78 | SS: 5",
"8,12,47,64,83,88 | SS: 56",
"12,21,57,68,86,88 | SS: 21",
"7,56,66,72,73,90 | SS: 73",
"40,47,59,64,79,89 | SS: 18",
"9,31,33,37,79,86 | SS: 50",
"11,61,64,76,82,87 | SS: 76",
"22,25,46,52,54,65 | SS: 61",
"14,29,34,62,65,89 | SS: 31",
"3,26,33,44,48,49 | SS: 70",
"11,20,51,63,68,88 | SS: 40",
"42,45,56,75,79,90 | SS: 17",
"14,16,21,24,62,78 | SS: 75",
"5,7,11,67,70,85 | SS: 17",
"3,9,13,25,42,81 | SS: 5",
"27,33,40,52,76,86 | SS: 17",
"15,33,45,60,72,85 | SS: 60",
"27,44,46,50,54,69 | SS: 15",
"1,3,4,60,70,73 | SS: 36",
"6,9,54,70,78,79 | SS: 90",
"8,39,40,57,69,81 | SS: 88",
"3,5,16,54,58,68 | SS: 41",
"20,47,56,64,66,67 | SS: 24",
"5,31,36,68,75,90 | SS: 35",
"10,17,41,45,69,78 | SS: 32",
"8,23,48,56,59,78 | SS: 77",
"3,22,38,70,77,81 | SS: 22",
"32,37,52,53,66,83 | SS: 38",
"27,32,33,52,73,84 | SS: 10",
"1,6,7,10,14,56 | SS: 49",
"3,25,26,29,48,79 | SS: 45",
"11,31,43,70,74,80 | SS: 72",
"12,18,39,46,56,63 | SS: 16",
"27,29,30,42,48,73 | SS: 5",
"13,18,19,27,50,69 | SS: 37",
"3,31,45,48,71,76 | SS: 70",
"21,29,43,53,66,89 | SS: 14",
"16,19,24,36,39,81 | SS: 69",
"14,61,69,79,81,85 | SS: 7",
"3,22,31,42,73,88 | SS: 13",
"8,43,61,62,70,86 | SS: 8",
"17,20,41,42,49,81 | SS: 25",
"31,35,48,64,65,89 | SS: 90",
"1,13,21,25,61,63 | SS: 6",
"15,31,38,47,55,82 | SS: 49",
"5,8,32,43,59,85 | SS: 80",
"3,11,18,30,51,85 | SS: 56",
"11,20,48,52,70,74 | SS: 36",
"5,15,17,31,32,40 | SS: 38",
"6,11,12,28,59,79 | SS: 54",
"29,48,49,54,75,87 | SS: 40",
"7,32,58,60,66,69 | SS: 50",
"4,12,13,55,73,86 | SS: 89",
"1,10,26,28,29,62 | SS: 87",
"32,45,56,74,87,89 | SS: 26",
"14,19,22,66,80,90 | SS: 28",
"29,38,54,58,72,86 | SS: 65",
"2,19,22,41,77,89 | SS: 4",
"10,29,50,59,79,80 | SS: 39",
"9,10,26,53,68,72 | SS: 66",
"11,24,34,39,68,86 | SS: 13",
"4,12,24,61,73,75 | SS: 9",
"31,63,64,68,69,71 | SS: 80",
"15,30,62,63,67,74 | SS: 9",
"4,31,52,73,76,84 | SS: 78",
"16,45,51,58,60,71 | SS: 77",
"1,20,44,56,59,69 | SS: 36",
"22,39,51,78,83,84 | SS: 71",
"23,38,43,46,60,75 | SS: 31",
"6,20,27,31,32,36 | SS: 4",
"31,39,41,53,67,83 | SS: 47",
"26,33,53,61,73,82 | SS: 21",
"12,20,26,41,70,78 | SS: 27",
"13,14,56,58,79,82 | SS: 34",
"7,20,25,51,65,87 | SS: 50",
"1,15,16,23,24,52 | SS: 51",
"11,19,37,41,62,77 | SS: 45",
"15,36,39,50,57,76 | SS: 4",
"6,25,42,59,78,89 | SS: 11",
